,,,,,,,,,,art,art,art,art,bus,bus,bus,bus,cs,cs,cs,cs,econ,econ,econ,econ,edu,edu,edu,edu,eng,eng,eng,eng,humanities,humanities,humanities,humanities,lifesci,lifesci,lifesci,lifesci,math,math,math,math,nurse,nurse,nurse,nurse,polisci,polisci,polisci,polisci,social,social,social,social
0,1114,Northern State University (Out-Of-State),42%,"$99,950 ","$85,170 ",3.30%,"$79,990 ","$105,100 ",4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1115,Belmont University ,67%,"$162,000 ","$83,520 ",2.30%,"$115,600 ","$129,900 ",4.00%,"($46,400)",-1.50%,($49),0.20%,"$114,100 ",2.90%,"$160,500 ",4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1116,Central Michigan University (Out-Of-State),57%,"$159,000 ","$83,350 ",2.30%,"$121,100 ","$121,200 ",3.70%,"$38,010 ",1.20%,"$75,900 ",2.60%,"$124,900 ",3.10%,"$162,800 ",4.50%,"$433,300 ",7.00%,"$471,200 ",8.40%,,,,,,,,,,,,,,,,,"($14,700)",-0.30%,"$23,220 ",1.00%,,,,,,,,,,,,,,,,
0,1117,Texas Southern University (Out-Of-State),12%,"$143,900 ","$83,270 ",2.50%,"$95,960 ","$131,200 ",4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1118,Wittenberg University ,65%,"$197,200 ","$83,230 ",1.90%,"$102,700 ","$177,700 ",5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1119,McKendree University ,49%,"$152,700 ","$83,140 ",2.40%,"$71,480 ","$164,400 ",6.30%,,,,,"$24,240 ",0.90%,"$105,500 ",4.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1120,Texas A&M University - Commerce Campus (Out-Of-State),36%,"$126,100 ","$83,120 ",2.70%,"$86,150 ","$123,000 ",4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1121,Virginia State University (VSU) (In-State),42%,"$82,150 ","$83,040 ",3.70%,"$54,320 ","$110,900 ",5.90%,,,,,"$84,280 ",3.80%,"$112,100 ",5.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1122 (tie),Kutztown University of Pennsylvania (In-State),54%,"$89,910 ","$82,500 ",3.50%,"$63,920 ","$108,500 ",5.30%,"$56,440 ",2.60%,"$82,430 ",4.40%,"$194,500 ",6.10%,"$220,500 ",7.90%,,,,,,,,,"$18,840 ",1.10%,"$44,840 ",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1122 (tie),University of Tampa ,57%,"$149,600 ","$82,500 ",2.40%,"$103,900 ","$128,200 ",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1124,Nicholls State University (Out-Of-State),39%,"$110,500 ","$82,190 ",3.00%,"$80,290 ","$112,400 ",4.60%,,,,,"($8,810)",-0.30%,"$21,360 ",1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1125,"Cornell College - Mount Vernon, IA ",71%,"$177,700 ","$81,980 ",2.10%,"$81,210 ","$178,500 ",6.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1126,Niagara University ,67%,"$159,700 ","$81,700 ",2.30%,"$78,400 ","$163,000 ",6.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1127,"Concordia College - Moorhead, MN ",68%,"$153,200 ","$81,410 ",2.30%,"$82,200 ","$152,400 ",5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1128,University of Montana (Out-Of-State),47%,"$145,600 ","$81,200 ",2.40%,"$122,800 ","$104,000 ",3.30%,,,,,"$67,800 ",2.10%,"$90,620 ",3.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1129,Luther College ,77%,"$178,300 ","$81,180 ",2.10%,"$94,050 ","$165,500 ",5.40%,,,,,"$74,970 ",1.90%,"$159,200 ",5.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1130,Austin Peay State University (In-State),36%,"$91,110 ","$80,620 ",3.40%,"$55,250 ","$116,500 ",6.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1131,SUNY - College at Cortland (Out-Of-State),69%,"$125,200 ","$80,120 ",2.70%,"$103,500 ","$101,900 ",3.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1132,Henderson State University (In-State),36%,"$78,880 ","$79,960 ",3.70%,"$40,030 ","$118,800 ",7.30%,,,,,"$127,500 ",5.10%,"$166,400 ",8.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1133,Edinboro University of Pennsylvania (In-State),42%,"$87,290 ","$79,790 ",3.50%,"$60,840 ","$106,200 ",5.40%,"($75,400)",-9.40%,"($49,000)",-7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1134,Alverno College ,39%,"$149,400 ","$79,200 ",2.30%,"$80,250 ","$148,300 ",5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1135,Northern Michigan University (In-State),43%,"$87,180 ","$78,350 ",3.40%,"$55,760 ","$109,800 ",5.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1136,Malone University ,62%,"$144,400 ","$77,090 ",2.30%,"$76,640 ","$144,800 ",5.60%,,,,,"$121,400 ",3.30%,"$189,100 ",6.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1137,Mansfield University of Pennsylvania (In-State),48%,"$88,840 ","$76,830 ",3.30%,"$62,530 ","$103,100 ",5.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1138 (tie),Norfolk State University (In-State),34%,"$93,290 ","$76,410 ",3.20%,"$52,810 ","$116,900 ",6.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1138 (tie),Point Park University ,50%,"$156,200 ","$76,410 ",2.20%,"$98,290 ","$134,400 ",4.60%,,,,,"$13,680 ",0.60%,"$71,620 ",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1140,Alabama State University (ASU) (In-State),26%,"$76,970 ","$74,940 ",3.60%,"$35,930 ","$116,000 ",7.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1141,College of Charleston (In-State),69%,"$100,300 ","$73,450 ",3.00%,"$63,550 ","$110,200 ",5.30%,"($37,100)",-2.10%,($413),0.10%,"$177,700 ",5.40%,"$214,400 ",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1142,Wingate University ,45%,"$137,900 ","$73,380 ",2.30%,"$65,410 ","$145,800 ",6.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1143,University of Arkansas - Pine Bluff Campus (In-State),28%,"$82,100 ","$73,360 ",3.40%,"$45,090 ","$110,400 ",6.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1144,Montana State University - Billings Campus (Out-Of-State),46%,"$127,400 ","$71,810 ",2.40%,"$102,400 ","$96,800 ",3.60%,,,,,"$19,330 ",0.90%,"$44,320 ",2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1145,Southeast Missouri State University (Out-Of-State),46%,"$102,700 ","$71,760 ",2.90%,"$76,190 ","$98,220 ",4.40%,,,,,"$302,800 ",7.30%,"$329,200 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1146,Southern Oregon University (In-State),32%,"$91,760 ","$69,950 ",3.00%,"$68,020 ","$93,690 ",4.60%,,,,,"$171,700 ",5.60%,"$195,500 ",7.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1147,East Stroudsburg University (ESU) (Out-Of-State),57%,"$124,000 ","$69,580 ",2.40%,"$99,490 ","$94,080 ",3.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1148,East Tennessee State University (ETSU) (Out-Of-State),41%,"$161,200 ","$69,390 ",2.00%,"$125,600 ","$104,900 ",3.30%,,,,,"$8,219 ",0.40%,"$43,760 ",1.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1149,Bard College ,79%,"$237,100 ","$69,040 ",1.50%,"$117,900 ","$188,300 ",5.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1150,Northeastern State University (Out-Of-State),30%,"$93,710 ","$68,970 ",3.00%,"$69,240 ","$93,440 ",4.50%,,,,,"$154,700 ",5.20%,"$179,200 ",6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"($11,900)",-0.50%,"$12,520 ",1.00%
0,1151,Barton College ,48%,"$149,900 ","$68,260 ",2.10%,"$85,360 ","$132,800 ",5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1152,Delta State University (In-State),37%,"$71,770 ","$66,540 ",3.50%,"$45,830 ","$92,470 ",5.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1153,Fort Lewis College (Out-Of-State),38%,"$130,900 ","$66,010 ",2.20%,"$90,080 ","$106,900 ",4.20%,,,,,"$205,200 ",5.00%,"$246,000 ",7.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1154,Muskingum University ,50%,"$139,300 ","$65,910 ",2.10%,"$75,140 ","$130,100 ",5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1155,Auburn University - Montgomery (In-State),30%,"$77,590 ","$65,650 ",3.30%,"$54,000 ","$89,240 ",5.20%,,,,,"$46,620 ",2.50%,"$70,220 ",4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1156,Rockford College ,55%,"$157,800 ","$65,240 ",1.90%,"$98,910 ","$124,100 ",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1157,Edinboro University of Pennsylvania (Out-Of-State),42%,"$102,100 ","$64,960 ",2.70%,"$75,670 ","$91,410 ",4.20%,"($90,300)",-10.10%,"($63,800)",-8.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1158,West Liberty University (Out-Of-State),41%,"$116,500 ","$63,340 ",2.40%,"$82,540 ","$97,340 ",4.10%,,,,,"($13,500)",-0.50%,"$20,510 ",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1159,Ball State University (BSU) (Out-Of-State),57%,"$152,600 ","$63,020 ",1.90%,"$108,500 ","$107,200 ",3.70%,"($59,600)",-2.30%,"($15,500)",-0.60%,"$113,200 ",3.00%,"$157,400 ",4.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"($72,700)",-3.00%,"($28,600)",-1.40%
6,1160,Emporia State University (Out-Of-State),42%,"$116,400 ","$62,630 ",2.30%,"$96,610 ","$82,410 ",3.30%,,,,,"$111,900 ",3.60%,"$131,700 ",4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1161,University of North Carolina at Wilmington (UNCW) (Out-Of-State),69%,"$122,700 ","$62,580 ",2.20%,"$98,320 ","$86,930 ",3.40%,,,,,"$101,400 ",3.20%,"$125,800 ",4.40%,"$535,600 ",8.90%,"$559,900 ",10.20%,,,,,,,,,,,,,"$44,090 ",1.70%,"$68,440 ",2.80%,,,,,,,,,,,,,,,,,,,,
6,1162,"Bethel College - Mishawaka, IN ",62%,"$138,000 ","$62,240 ",2.00%,"$75,170 ","$125,000 ",5.20%,,,,,"$188,600 ",4.60%,"$251,400 ",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1163,Delaware State University (Out-Of-State),33%,"$136,000 ","$61,800 ",2.10%,"$103,900 ","$93,940 ",3.40%,,,,,"$74,070 ",2.40%,"$106,200 ",3.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1164,"Saint Mary's College - Notre Dame, IN ",78%,"$177,900 ","$61,590 ",1.70%,"$103,700 ","$135,800 ",4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1165,Southern Connecticut State University (SCSU) (Out-Of-State),44%,"$144,400 ","$59,700 ",1.90%,"$114,800 ","$89,360 ",3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1166,Tusculum College ,28%,"$145,500 ","$59,480 ",1.90%,"$80,130 ","$124,800 ",5.00%,,,,,"$59,330 ",1.90%,"$124,700 ",5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1167,University of Hawaii at Hilo (In-State),39%,"$75,660 ","$59,020 ",3.10%,"$49,790 ","$84,880 ",5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1168,Gardner-Webb University ,48%,"$139,900 ","$58,780 ",1.90%,"$85,670 ","$113,100 ",4.50%,,,,,"$157,100 ",4.00%,"$211,400 ",6.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1169,Middle Tennessee State University (MTSU) (Out-Of-State),45%,"$147,500 ","$58,380 ",1.80%,"$109,500 ","$96,410 ",3.40%,"($50,700)",-1.90%,"($12,700)",-0.50%,"$130,900 ",3.40%,"$169,000 ",4.90%,"$445,100 ",7.40%,"$483,200 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,"$184,400 ",4.30%,"$222,400 ",5.90%,,,,,,,,
0,1170,Northern Michigan University (Out-Of-State),43%,"$108,600 ","$56,940 ",2.30%,"$77,160 ","$88,370 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1171,University of Arkansas - Little Rock Campus (Out-Of-State),20%,"$144,500 ","$56,920 ",1.80%,"$98,840 ","$102,600 ",3.80%,,,,,"$143,800 ",3.70%,"$189,400 ",5.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1172,Henderson State University (Out-Of-State),36%,"$102,500 ","$56,310 ",2.40%,"$63,680 ","$95,160 ",4.80%,,,,,"$103,900 ",3.70%,"$142,700 ",6.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1173,Western Oregon University (In-State),45%,"$93,730 ","$54,370 ",2.50%,"$67,290 ","$80,810 ",4.20%,,,,,"$196,800 ",6.00%,"$223,200 ",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1174,"Columbia College - Chicago, IL ",41%,"$167,600 ","$54,350 ",1.60%,"$127,900 ","$94,040 ",3.00%,"$22,570 ",0.80%,"$62,250 ",2.20%,"$173,100 ",3.80%,"$212,800 ",5.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1175,University of North Carolina at Greensboro (UNCG) (Out-Of-State),54%,"$130,200 ","$54,330 ",1.90%,"$93,810 ","$90,710 ",3.60%,"$6,037 ",0.40%,"$42,410 ",2.00%,"$165,800 ",4.40%,"$202,200 ",6.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$296,500 ",6.30%,"$332,800 ",8.00%,,,,,,,,
6,1176,SUNY - Fredonia (In-State),64%,"$83,630 ","$53,660 ",2.70%,"$63,130 ","$74,160 ",4.10%,,,,,"$47,410 ",2.40%,"$67,910 ",3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1177,North Carolina Central University (Out-Of-State),43%,"$129,500 ","$53,580 ",1.90%,"$88,970 ","$94,130 ",3.80%,,,,,"$86,010 ",2.70%,"$126,600 ",4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1178,Wartburg College ,65%,"$164,500 ","$52,900 ",1.60%,"$84,510 ","$132,900 ",5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1179,Oklahoma Baptist University (OBU) ,52%,"$121,500 ","$52,570 ",2.00%,"$59,890 ","$114,200 ",5.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1180,Mississippi University for Women (Out-Of-State),37%,"$101,500 ","$51,490 ",2.20%,"$68,360 ","$84,650 ",4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1181,"Monmouth College - Monmouth, IL ",58%,"$160,000 ","$51,040 ",1.60%,"$72,860 ","$138,200 ",5.60%,,,,,"$24,890 ",0.90%,"$112,000 ",4.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1182,University of Wisconsin (UW) - Superior Campus (Out-Of-State),35%,"$111,400 ","$50,960 ",2.10%,"$90,830 ","$71,550 ",3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1183,Valdosta State University (VSU) (Out-Of-State),41%,"$140,200 ","$50,430 ",1.70%,"$111,200 ","$79,440 ",2.90%,,,,,"$183,700 ",4.40%,"$212,700 ",5.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1184,Black Hills State University (In-State),38%,"$75,010 ","$48,930 ",2.70%,"$57,540 ","$66,410 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1185,"Anderson University - Anderson, IN ",57%,"$153,000 ","$48,610 ",1.60%,"$93,890 ","$107,700 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1186,Coppin State University (CSU) (In-State),17%,"$86,180 ","$48,530 ",2.40%,"$56,580 ","$78,120 ",4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1187,University of Arkansas - Pine Bluff Campus (Out-Of-State),28%,"$107,000 ","$48,510 ",2.10%,"$69,940 ","$85,520 ",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1188,Murray State University (Out-Of-State),54%,"$129,500 ","$47,910 ",1.80%,"$92,360 ","$85,050 ",3.50%,"($234,000)",<-21.9%,"($197,000)",<-20.8%,"$48,030 ",1.80%,"$85,170 ",3.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1189,Georgian Court University ,49%,"$185,100 ","$47,750 ",1.30%,"$90,660 ","$142,200 ",5.00%,,,,,"$273,500 ",4.80%,"$368,000 ",8.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1190,Evergreen State College (Out-Of-State),54%,"$133,300 ","$47,580 ",1.70%,"$105,400 ","$75,540 ",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1191,Alabama State University (ASU) (Out-Of-State),26%,"$105,500 ","$46,420 ",2.00%,"$64,440 ","$87,470 ",4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1192,Millikin University ,55%,"$162,900 ","$46,270 ",1.40%,"$77,250 ","$131,900 ",5.30%,,,,,"$170,100 ",3.80%,"$255,800 ",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1193,Bluffton University ,56%,"$157,000 ","$45,810 ",1.50%,"$84,210 ","$118,600 ",4.70%,,,,,"$174,000 ",4.00%,"$246,800 ",7.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1194,University of Arkansas - Monticello Campus (In-State),27%,"$65,800 ","$45,680 ",2.80%,"$34,670 ","$76,810 ",6.20%,,,,,"$96,670 ",4.80%,"$127,800 ",8.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1195,SUNY - College at Buffalo (In-State),48%,"$89,300 ","$45,130 ",2.20%,"$59,150 ","$75,270 ",4.40%,"($118,000)",<-21.9%,"($88,200)",<-20.8%,"($28,400)",-1.70%,"$1,711 ",0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1196,Carson Newman College ,55%,"$130,300 ","$45,030 ",1.70%,"$63,340 ","$112,000 ",5.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1197,Virginia Wesleyan College (VWC) ,48%,"$167,600 ","$44,130 ",1.30%,"$97,020 ","$114,700 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1198,Virginia State University (VSU) (Out-Of-State),42%,"$121,300 ","$43,900 ",1.70%,"$93,460 ","$71,740 ",3.10%,,,,,"$45,140 ",1.80%,"$72,980 ",3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1199,Chicago State University (CSU) (In-State),21%,"$114,300 ","$43,400 ",1.80%,"$76,230 ","$81,510 ",3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1200,Kutztown University of Pennsylvania (Out-Of-State),54%,"$130,300 ","$42,130 ",1.60%,"$104,300 ","$68,120 ",2.70%,"$16,070 ",0.70%,"$42,060 ",1.90%,"$154,200 ",4.20%,"$180,200 ",5.30%,,,,,,,,,"($21,500)",-0.70%,"$4,463 ",0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1201,Albany State University (In-State),39%,"$81,780 ","$42,060 ",2.30%,"$50,650 ","$73,190 ",4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1202,Black Hills State University (Out-Of-State),38%,"$83,060 ","$40,880 ",2.20%,"$65,590 ","$58,360 ",3.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1203,Eastern Mennonite University ,59%,"$156,600 ","$39,520 ",1.30%,"$85,390 ","$110,800 ",4.40%,,,,,"$327,200 ",6.00%,"$398,400 ",9.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1204,Alvernia University ,51%,"$168,700 ","$38,930 ",1.20%,"$112,900 ","$94,700 ",3.30%,,,,,"$70,660 ",1.90%,"$126,400 ",4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1205,Guilford College ,57%,"$172,500 ","$38,230 ",1.20%,"$96,270 ","$114,500 ",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1206,University of Wisconsin (UW) - Green Bay Campus (In-State),51%,"$74,410 ","$37,370 ",2.20%,"$54,300 ","$57,480 ",3.80%,,,,,"$52,750 ",2.90%,"$72,860 ",4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1207,West Virginia State University (In-State),23%,"$76,930 ","$37,190 ",2.20%,"$47,400 ","$66,720 ",4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1208,Mansfield University of Pennsylvania (Out-Of-State),48%,"$128,800 ","$36,840 ",1.40%,"$102,500 ","$63,150 ",2.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1209,"Judson University - Elgin, IL ",50%,"$162,700 ","$36,680 ",1.20%,"$97,230 ","$102,200 ",3.80%,,,,,"$366,100 ",6.20%,"$431,600 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1210,Rollins College ,72%,"$227,200 ","$35,780 ",0.90%,"$120,100 ","$142,900 ",4.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1211,The College of Saint Rose ,65%,"$161,000 ","$35,450 ",1.20%,"$100,000 ","$96,420 ",3.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1212,Belmont Abbey College ,43%,"$167,800 ","$35,440 ",1.10%,"$95,440 ","$107,800 ",4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1213,Chadron State College (In-State),42%,"$64,240 ","$35,390 ",2.40%,"$41,620 ","$58,010 ",4.60%,,,,,"$101,500 ",5.00%,"$124,100 ",7.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1214,South Carolina State University (In-State),34%,"$109,400 ","$35,010 ",1.60%,"$66,250 ","$78,190 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1215,Mount Vernon Nazarene University (MVNU) ,54%,"$132,600 ","$34,410 ",1.30%,"$79,000 ","$88,050 ",4.00%,,,,,"$154,200 ",4.10%,"$207,900 ",6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1216,The University of Tennessee at Martin (UT Martin) (Out-Of-State),49%,"$132,700 ","$34,050 ",1.30%,"$94,070 ","$72,660 ",3.10%,,,,,"$97,930 ",3.00%,"$136,500 ",4.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1217,Lynchburg College ,57%,"$168,500 ","$31,770 ",1.00%,"$91,890 ","$108,400 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1218,Western State College of Colorado (In-State),37%,"$83,920 ","$31,240 ",1.80%,"$60,560 ","$54,590 ",3.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1219,Delta State University (Out-Of-State),37%,"$107,600 ","$30,750 ",1.40%,"$81,620 ","$56,680 ",2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1220,Castleton State College (In-State),42%,"$88,080 ","$30,670 ",1.70%,"$65,360 ","$53,380 ",3.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1221,Franciscan University of Steubenville ,81%,"$130,100 ","$30,060 ",1.20%,"$95,940 ","$64,220 ",2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1222,Concord University (In-State),38%,"$77,190 ","$29,400 ",1.80%,"$49,010 ","$57,590 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
